"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","586_15 YG D-A","530_30 Blue C-A","Time"
54403.8,40083,88950.7,52737.1,46615,74143.1,285.67,16780.3,2.173
128632,82421,102280,58584.2,50125,76596,800.03,16956.7,2.174
114061,80752,92569,82056.2,69476,77402.8,454.3,39452.4,2.174
85084.2,61803,90223.4,53671.7,50118,70182.9,488.18,32875.9,2.174
66443.5,53949,80714,42429.6,38736,71785.1,595.98,45856.8,2.174
82160.6,59649,90269.4,62306.6,57229,71350.7,214.06,21380.4,2.175
130442,92213,92705.6,88539.1,78237,74165.7,809.27,39785.8,2.175
152976,106050,94535,67371.8,59466,74248.8,917.07,35931.6,2.175
88485.8,68394,84788.2,48008.9,41406,75986.8,451.99,30502.1,2.176
89957.1,57798,102001,74836.8,63230,77566.1,467.39,30560.4,2.176
138357,106852,84859.2,61799,55763,72629.9,572.88,20018.2,2.176
129731,94561,89910.9,62794.1,55853,73680.4,806.19,21255.8,2.176
84618.2,62647,88520.4,48097.4,45076,69928.9,485.87,46658.9,2.177
81025.9,59553,89166.2,57368.9,50781,74038.1,579.04,24720.5,2.177
112358,81255,90621.9,84765.6,66623,83382.6,1055.67,62507.5,2.177
72165.1,51548,91747.8,34304.4,31637,71061.5,187.11,50165.3,2.177
79101.4,53984,96028.3,63264.2,53020,78198.5,396.55,29052.7,2.177
100707,75337,87605.1,60040.1,54052,72796.3,724.57,50881,2.177
106900,77792,90057.9,86574.2,76808,73869,562.87,24051.6,2.177
83530.2,63556,86132.5,49593.6,45708,71107.2,384.23,40376.2,2.178
106068,80334,86529.5,45784.8,41235,72767.1,370.37,28037.5,2.178
143610,102165,92121.6,76695.1,68353,73534.3,736.89,25987.7,2.178
94284.8,70170,88058.3,66407.8,59438,73220.8,646.8,23880.2,2.178
83292.2,59775,91319.7,42444,39330,70724.9,257.18,40788,2.179
77364.5,56314,90033.7,48710.2,45031,70890.5,343.42,29382.5,2.179
135398,92935,95479.9,100197,88271,74390.1,790.02,28723.7,2.179
86297,62004,91212.8,88063.9,75768,76171.4,818.51,54189.4,2.179
65614.7,50264,85550.8,40357.4,36357,72747.1,343.42,19688.4,2.179
97146.2,71568,88958.4,68397.8,62664,71532.6,353.43,38355.8,2.18
75440.6,52906,93450.2,51040.8,45543,73447.3,462.77,33286.3,2.18
100469,80261,82036.7,44588.9,41945,69666.9,464.31,25763,2.181
61459.2,43581,92420.8,55623.6,49616,73471.2,569.8,22357.4,2.181
70570.9,53232,86882.6,46768.3,42280,72493.1,611.38,40280.4,2.181
82005.8,68584,78361.3,30973.7,29688,68374.1,252.56,8108.64,2.181
128391,93220,90262.1,60886.8,53552,74512.2,570.57,39535.9,2.181
89696.6,62172,94549.9,78709,66536,77526,885.5,59996.2,2.182
95939.8,76912,81749.4,50189,45760,71879.1,633.71,37672.6,2.182
61687,45881,88113.2,62666.6,52377,78410.8,767.69,26717.8,2.182
80090.2,61992,84668.9,46349.3,42449,71557.6,323.4,40330.1,2.182
106884,74463,94070.1,82406.2,71740,75279.8,549.78,29112.5,2.183
144817,108743,87276.5,103288,92235,73389.7,644.49,25585.9,2.183
59964.2,43208,90951,57916.1,53205,71338.9,331.87,41526,2.184
71186.6,53205,87685,57067.2,51665,72388.6,482.79,33202.1,2.184
129623,93021,91323.2,63131,56512,73212,570.57,87631.2,2.184
69713.3,48388,94418.7,57227.8,50092,74871.8,570.57,40068.7,2.184
144756,101277,93671,61883.3,55213,73453.4,556.71,65230.6,2.184
52430.1,36714,93589.9,49484.9,45779,70841.2,527.45,22799.5,2.185
107686,71726,98392.4,70786.8,60403,76802.2,587.51,74008.1,2.185
80162.6,57308,91671.9,65372.4,56917,75271.8,412.72,45512.6,2.185
91220.5,64001,93408.3,91538.6,80949,74109.3,1034.11,48950.6,2.185
97036.8,75468,84266.2,45172.1,41759,70892.4,207.9,25948.8,2.186
72577.9,55724,85357.6,70323.1,64645,71292.4,297.99,14842.1,2.186
122929,89646,89867.9,53153.3,48675,71565.6,650.65,40795.9,2.186
73563.5,58774,82027.1,62564.4,56990,71946.3,814.66,26246.2,2.186
107629,85415,82580.4,41474.2,38603,70410.3,502.81,19407.6,2.186
97289,70766,90098.8,49398.5,44739,72361.4,815.43,69756.5,2.186
102817,71281,94530,51589.4,46725,72358.8,3742.97,25330.3,2.186
80217,58555,89780.5,54831.6,49816,72134.3,405.79,32711,2.187
92929.9,62968,96719.8,76395.6,67489,74184.9,968.66,24776.6,2.187
82288.6,63006,85592.9,47623.7,42915,72726.7,365.75,50864.4,2.187
78473,56740,90638.1,73952.6,65036,74521.2,202.51,44821.4,2.187
115743,76649,98962.2,75886.6,65220,76254.2,867.02,55167.1,2.187
101074,69976,94660.8,67506.5,60428,73212.8,696.85,52922.9,2.187
99727.4,78917,82817.8,63650.9,57793,72178.7,290.29,25973.3,2.187
100467,70360,93579,71003.5,62603,74330.1,726.88,37838.9,2.187
89977.6,54833,107541,79367,66809,77854.8,749.21,56666.2,2.188
84270.7,59693,92519.5,55841.8,50464,72519.9,355.74,21975.1,2.188
116652,90941,84064.1,51943.7,47981,70948.5,354.2,30713.8,2.188
106452,77612,89888.5,54635.8,49800,71899.8,677.6,73622.9,2.188
70607.4,51144,90476.4,42987.6,39441,71429.1,487.41,27486.7,2.188
149824,116748,84103.1,68031.4,61345,72679.2,768.46,14644.1,2.188
67337.6,48368,91238.8,87188.4,78248,73024,840.84,41397.1,2.188
111247,80128,90987.7,51387.8,46816,71936,696.08,40650.5,2.189
75141.8,54824,89823.6,45879.1,40780,73730.6,411.18,39421.4,2.189
128753,85671,98492.8,66039.8,57771,74916.3,98.56,33824.9,2.19
68730.2,53534,84139.1,45193.7,42631,69475.6,193.27,14084.6,2.19
116135,79368,95895.4,92876.4,78012,78023.2,397.32,62856.7,2.19
95312,63559,98276.7,69345.4,60095,75623.9,669.9,35318.2,2.191
76119,59993,83152,93880.1,81348,75632.2,886.27,49687.9,2.191
69428.5,51033,89159.3,37177.2,34660,70295.6,341.88,29644.6,2.192
68937.6,53594,84298.5,60302.9,52967,74612.7,475.86,23692.3,2.192
86210.6,58216,97050.6,59708.9,53669,72911.4,782.32,24338.2,2.192
129386,89474,94770.1,67589.3,59461,74494.7,796.95,57279.6,2.193
127141,77025,108177,89701.2,74025,79414.5,717.64,40964.4,2.193
84385.3,57657,95916.8,86084.6,71085,79364.8,555.94,45597.6,2.194
101768,85270,78215.6,73443.6,61918,77735.1,2236.85,4669.92,2.194
67689,49389,89818.9,71105.8,62800,74203.6,569.8,34317.4,2.194
112607,78006,94606,60058.8,54378,72382.5,412.72,21081.6,2.195
115419,90405,83669,59620.3,54253,72019.6,234.08,19533.6,2.195
126854,90862,91495.8,66607.2,59111,73847,578.27,43788.2,2.195
125846,94436,87334,65569.7,59632,72061.6,488.18,14604.5,2.195
112860,81248,91034.4,46071.4,41056,73541.8,438.9,50182.6,2.195
93653.1,72772,84340.8,44982.7,41784,70553,502.81,40658.4,2.195
126665,95185,87210.3,56886.5,51389,72546.9,392.7,49045,2.196
102321,75789,88478.4,61131.6,55369,72356.8,566.72,15160.3,2.196
90319.4,61676,95972,63851.8,56327,74291,423.5,64431.4,2.196
108102,71301,99361.3,75975.8,66077,75353.8,401.17,38911,2.196
120533,77901,101401,86991.8,74329,76700.8,758.45,42187.7,2.196
105361,71865,96081.8,61109.3,54228,73852.2,831.6,62775.4,2.196
72895.4,56036,85253.6,46240.6,41984,72180.4,639.87,32593,2.196
84750.1,58739,94557,75575.5,62447,79313.9,676.83,30854.2,2.197
135492,89856,98820.7,101817,86516,77126.3,834.68,99348.5,2.197
67209,48355,91089,64485.4,58255,72545.1,377.3,35006.4,2.197
105110,66748,103202,64627.2,54981,77034,586.74,29282.4,2.197
67160.3,45001,97807.1,55096.6,48324,74720.8,317.24,24678.7,2.198
79268.5,61443,84548.9,38255.8,36319,69030.8,359.59,15720.5,2.198
75887.4,54809,90739.7,57115.4,50874,73576.2,315.7,30931.2,2.198
103251,67578,100131,79215.1,66135,78497.7,928.62,79181.3,2.199
52983.7,37224,93282.2,52398,45928,74768.2,582.12,20033.3,2.199
80544.6,57830,91277.4,67307.8,60702,72667.8,729.96,15794.6,2.2
131739,102450,84271.7,76990.3,70353,71718.9,671.44,13673.5,2.2
95025.3,75764,82197,44971.9,42760,68926.1,468.16,25841.5,2.2
82017.9,66970,80261.7,97899.8,88717,72319.4,1055.67,8593.2,2.201
97446.4,61171,104400,69460.6,59039,77104.4,707.63,61975.4,2.201
69216.6,52000,87234.3,51377.8,47952,70218,259.49,25423.9,2.201
101668,67078,99330.7,93776.4,79281,77518.3,686.84,61537.7,2.202
97215.4,67549,94318.3,88607.5,77661,74773.5,412.72,72467.3,2.202
92457,67173,90203.8,50012.6,44425,73778.9,662.2,45786.2,2.202
70352,48816,94448.3,35407.4,32088,72315.6,178.64,45020.2,2.202
93903.4,63668,96658.5,61337.5,54320,74002.5,350.35,50648.4,2.202
65923.8,46161,93593.8,55570.3,46575,78193.4,251.02,8686.08,2.202
67161.6,48429,90885.7,42452.6,39033,71277.5,286.44,27259.2,2.203
113172,80164,92521.2,82874.9,71412,76055.7,662.97,41705.3,2.203
72517.8,65086,73019.1,75510.7,69609,71092.4,5724.95,10833.1,2.203
66629.1,51389,84971.6,47753.3,44493,70338.2,419.65,23327.3,2.204
90834.6,65238,91249.5,60833.5,54522,73122.5,311.08,66972.2,2.204
72969.6,55553,86082.4,45077,42265,69896.4,430.43,28652.4,2.204
80515.8,61503,85795.6,51452.6,46514,72494.3,327.25,34888.3,2.204
93064.3,68492,89047.8,56296.1,51249,71990.1,693,44391.6,2.205
74627.2,56398,86718.8,52213.7,47059,72714.6,694.54,15696,2.205
66176.6,48161,90051.1,54126,49517,71636,613.69,52812,2.205
126477,82341,100664,94197.6,79805,77355.2,931.7,56826,2.205
116600,74408,102697,100360,82808,79427.1,759.99,70033,2.205
95921.9,61308,102537,93581.3,76408,80265.7,736.89,64359.4,2.205
75883.5,55208,90079.4,78703.9,67009,76973.8,750.75,19653.1,2.205
104368,79309,86243.2,58299.1,53136,71904,567.49,54437,2.206
114430,72998,102733,87173.3,74085,77114,1024.87,94543.2,2.206
90055.7,61701,95653.1,53047.4,47977,72462.2,734.58,83265.1,2.206
72550.4,44248,107455,67537.4,58261,75970.8,587.51,59233.7,2.206
108108,73959,95796,71149,63220,73755.4,642.18,25539.8,2.206
70785.9,51909,89368.4,64280.9,58825,71614.3,586.74,23546.2,2.206
153547,105043,95797.4,87122.2,73435,77750.9,1059.52,49955.8,2.207
115799,80069,94780.8,97775.3,81305,78811.9,762.3,82677.6,2.207
112287,73280,100421,75684.2,66700,74363.5,628.32,35035.2,2.207
91015,64932,91861.7,80768.2,68384,77404.4,836.22,65376.7,2.208
87967.4,64658,89161.9,70394.4,57406,80363.9,532.07,31711.7,2.208
121878,91169,87610.7,61912.8,56029,72418.2,413.49,36277.2,2.209
74449.9,59956,81378.9,45861.8,43224,69535.5,260.26,22068.7,2.209
72983.7,51634,92633.9,62534.9,54369,75379.1,613.69,47134.1,2.209
119995,85073,92438.1,69577.2,62354,73127.8,726.11,14993.3,2.209
104482,65252,104937,74293.2,63416,76776.8,667.59,61391.5,2.209
79993,60483,86675.9,40618.1,37968,70110.3,497.42,29196.7,2.21
76476.8,53885,93012.6,60272.6,53056,74450.2,687.61,29383.9,2.21
129376,88628,95667.1,91112.4,78724,75849.1,486.64,50731.9,2.21
87022.7,59109,96484.8,68663.5,57803,77849.5,1024.87,50882.4,2.211
86305.9,62993,89790.1,64005.8,54561,76880.7,543.62,43670.9,2.211
104289,67359,101466,98268.5,85292,75506.8,1024.87,48123.4,2.211
53742.1,41182,85523.8,53578.8,49641,70734.7,575.19,14188.3,2.211
89235.8,55509,105355,89942.4,75741,77824,866.25,35118,2.212
106136,79784,87181.7,56927.5,51836,71973.2,613.69,7364.88,2.212
70504.3,48317,95630.3,67170.2,58109,75755.4,696.08,50204.9,2.212
79754.2,60417,86511.6,55256.4,51377,70484.5,394.24,43019.3,2.213
82922.9,66655,81530.8,72212.4,64843,72984.2,933.24,21021.1,2.213
117112,94824,80940.2,44087.8,41164,70190.8,440.44,17234.6,2.214
103197,85805,78820,40449.6,38624,68633.6,637.56,14366.2,2.214
96687.4,69488,91188.4,71370,65032,71923.1,624.47,28129,2.214
116573,86517,88303.5,66057.1,58773,73658.3,893.2,59705.3,2.214
85959.7,57968,97182.1,61192.8,54360,73773.6,299.53,18805,2.214
81507.2,64677,82589.7,32667.1,30941,69192.1,345.73,14528.9,2.215
63476.5,43441,95762,45374.4,41097,72357,330.33,11011,2.215
96181.8,67772,93008.4,71948.9,63509,74245.3,671.44,55713.6,2.215
135084,100145,88400.1,71705.5,64613,72729.8,714.56,39019.7,2.215
96497.9,74350,85058.3,45925.9,41555,72429.3,642.18,48304.1,2.216
83448.3,59654,91676.5,54250.6,50090,70979.5,261.8,5600.16,2.216
82066.6,59237,90793.1,49813.2,45385,71930.3,366.52,35931.6,2.216
75552.6,60041,82467.3,45901.4,40489,74296.6,214.83,19363,2.216
125162,88760,92413.6,76163.8,67345,74117.9,1172.71,58208.4,2.217
80182.4,61714,85148.2,38211.1,34990,71569.1,465.85,24608.9,2.217
115827,84024,90341.5,81653.8,71797,74533.2,974.05,60418.8,2.218
103435,76800,88264.4,71819.3,64860,72567.8,531.3,20576.9,2.218
85087.4,58357,95554.7,71568,63997,73289.1,671.44,50983.2,2.218
60115.8,39568,99569.1,70475,61612,74963.5,550.55,11614.3,2.219
79831.7,61745,84733.2,36752.4,34401,70015.6,284.9,28609.2,2.219
84082.6,67893,81163.5,32011.9,30721,68289.9,258.72,24873.1,2.22
79700.5,55821,93571.4,75052.1,67273,73114.2,890.12,33294.2,2.22
88836.5,63699,91398.4,70323.1,62939,73224.8,632.94,22081,2.22
143276,100866,93091.3,66382.6,57438,75741.6,370.37,45012.2,2.22
112055,86869,84536.9,61022.9,56205,71153.7,558.25,37889.3,2.22
77690.2,55601,91572.2,43976.9,40729,70762.1,398.86,11659,2.22
70738.6,54265,85431.2,39258,35940,71586.3,256.41,33601.7,2.22
89050.9,65626,88928.8,50048.6,45005,72880.5,357.28,50315.8,2.221
100885,78945,83749.5,56491.2,52589,70398.9,459.69,33043.7,2.221
89114.2,61600,94808.3,77629,68024,74789.7,622.93,39033.4,2.221
77565.4,54633,93045,54103,47268,75012.5,653.73,53780.4,2.221
72743,52308,91138.8,57872.9,52516,72221,563.64,33690.2,2.222
61053.4,47572,84108.3,59588.6,51412,75958.9,435.82,49831.9,2.222
93975.7,73624,83651.9,48790.8,45740,69907.2,575.96,18833,2.222
108472,78113,91006.6,68434.6,60997,73527,624.47,45984.2,2.222
89345.9,57141,102472,86539.7,74353,76277.5,676.83,66433,2.222
66907.5,45763,95816.5,45977.8,40683,74065.3,505.89,26647.9,2.222
107047,79971,87724.7,57828.2,53136,71323.2,371.14,7753.68,2.223
95061.1,76221,81735,45992.2,43230,69723.4,414.26,27362.2,2.223
85975,65510,86009.2,33556.3,30654,71741,549.01,32456.2,2.224
137375,99982,90046.5,76370.4,68393,73180.2,516.67,44080.6,2.224
113286,90151,82354,34794.7,33435,68201.2,753.83,10795,2.224
103752,71296,95370.2,72949.7,65004,73546.7,736.12,56847.6,2.224
95106.6,59139,105394,76194.7,64383,77559.2,692.23,57573.4,2.225
63626.2,46740,89212.9,75926.9,64852,76727.7,662.97,62402.4,2.225
101536,76701,86755.9,61596,56544,71391.4,482.79,43446.2,2.225
107296,69593,101041,78972.5,69668,74288.6,662.2,18874.8,2.225
60716.2,39985,99514.7,58919,51745,74622.1,502.81,26460,2.225
106062,84968,81805.9,68778,61816,72917,348.81,18750.2,2.225
64257.9,47899,87918.5,39596.4,36566,70967.3,304.92,16342.6,2.226
116049,73288,103774,71540.6,61688,76003.2,586.74,30047,2.226
92483.8,66078,91725.2,58122,53399,71332.5,395.78,41373.4,2.226
103722,72151,94212.7,72177.8,63028,75049.9,817.74,23886.7,2.226
92465.3,68197,88857.4,61593.1,56425,71538.6,331.87,29809.4,2.227
87681.9,64957,88463.5,38269.4,33310,75293.5,423.5,27763.2,2.227
78544.6,58723,87657.3,55016.6,47495,75914.7,574.42,40477,2.227
95981.4,72290,87014,61948.8,57073,71134.8,746.9,33616.8,2.228
54484.5,37721,94660.7,56158.6,48852,75337.9,210.21,31477.7,2.228
91815.7,67590,89025.5,53105.8,47697,72967.7,115.5,38630.2,2.228
126489,92704,89419.9,56105.3,50776,72414.4,254.1,42464.9,2.228
97773.4,66262,96702.2,64104.5,55642,75503.2,391.93,52750.8,2.229
125414,94633,86852.5,52791.1,48340,71570.5,420.42,66297.6,2.229
93425.9,68591,89264.8,68623.2,59618,75435.1,440.44,33445.4,2.229
70154.2,53115,86559.9,42949.4,40646,69250,197.89,32380.6,2.229
100675,70707,93312.5,74936.9,63255,77639.1,706.09,75530.2,2.229
101510,75819,87742.4,65694.2,59158,72776.9,417.34,17273.5,2.23
59089.3,45329,85430.4,42138.7,38857,71070.9,368.83,10085,2.23
107057,73429,95549,79145.3,69725,74390.3,472.78,34830.7,2.23
112026,77117,95202.8,56150.6,50105,73443.5,941.71,44548.6,2.23
68663.7,50397,89289.9,63773.3,54704,76401.1,490.49,50371.2,2.23
71855.4,53874,87409.8,48912.5,44234,72467.5,256.41,27028.1,2.231
117912,81615,94681.9,68960.9,62364,72468.4,776.16,41941.4,2.231
70113.9,53370,86096.8,38877.1,36707,69410.5,362.67,23504.4,2.231
109318,72889,98289.8,87385.7,76777,74591.5,619.08,54919.4,2.232
128209,84615,99300.6,87492.2,75375,76071.5,995.61,30870,2.232
78411.5,56773,90514.4,52358.4,46317,74084.2,590.59,42282,2.233
129631,86473,98244.3,69060.2,60820,74415.2,579.81,27077,2.233
100735,70585,93529.1,82077.1,69092,77852.8,547.47,24889.7,2.233
78047.4,56772,90095.7,63460.1,57476,72359.2,294.91,37474.6,2.233
93378.6,68316,89578.7,56599.9,51809,71596.3,978.67,11201,2.233
66319.4,43528,99850.8,44137.4,39445,73332.3,767.69,28631.5,2.234
59966.1,43309,90741.8,46687.7,42000,72850.6,460.46,20628.7,2.234
108607,78228,90986.5,54564.5,49436,72334.7,626.01,14293.4,2.234
97124.5,69981,90955.4,62441.3,57257,71469.9,639.1,41902.6,2.235
84743.7,64896,85579.4,54597.6,49236,72672.6,619.08,22712.4,2.235
87508.5,62704,91460.8,64357.9,55364,76182.4,927.08,86796,2.235
103734,65735,103420,92425.7,75524,80202.5,878.57,94964.4,2.235
105605,74306,93141,66286.8,59150,73443.3,875.49,35186.4,2.236
93468.2,66500,92113.2,63046.8,55384,74603.4,532.07,32654.9,2.237
84611.8,60290,91974.1,62256.2,54922,74287.6,396.55,25919.3,2.237
116309,82912,91934,93931.9,78344,78575.5,803.88,34032.2,2.237
104459,79927,85650.9,68811.8,64132,70318.3,525.14,34367.8,2.238
87161,67744,84320.1,42624.7,40156,69565,360.36,32022,2.238
103281,68072,99433.6,82583.3,69416,77967.3,672.21,60325.2,2.238
85232.6,60312,92615.2,61629.8,56232,71827,440.44,20533,2.238
76122.2,53011,94107.8,57124.8,50671,73883.1,740.74,34434.7,2.238
116728,84918,90085.3,61205.8,55754,71944.3,696.08,28709.3,2.238
80921.6,57288,92572.2,61867.4,55704,72787.3,431.97,20795.8,2.239
100471,73356,89760.5,46887.1,43032,71407.2,585.2,23399.3,2.239
128028,81580,102849,77834.2,66184,77072.1,642.18,76812.5,2.239
83930.9,58657,93773.9,44023,40041,72053.4,468.16,22681.4,2.239
119509,88241,88758.6,54522.7,49437,72277.9,341.88,28110.2,2.24
101682,70503,94518.3,67684.3,59903,74049,948.64,46390.3,2.241
72223.4,49700,95236,48787.2,44212,72317.9,235.62,30731,2.241
107949,78684,89911.2,72135.4,62632,75480,931.7,52679.5,2.241
136826,101107,88688.7,60948,54800,72888.5,622.93,26239.7,2.241
157062,115716,88952.6,60231.6,51888,76074.2,595.98,25135.2,2.242
120145,84307,93394.9,71624.9,62384,75243.8,1060.29,21233.5,2.242
79386.9,59694,87156.1,70236,60595,75963.1,525.91,42182.6,2.243
102943,73759,91466.2,67172.4,59535,73943.2,599.06,22318.6,2.243
104691,81138,84559.6,53403.1,48202,72607.5,515.13,21661.9,2.243
127581,96651,86509,66907.4,60054,73015.1,586.74,41487.8,2.243
114069,80408,92971.3,68797.4,60940,73986,422.73,23142.2,2.243
93431,70356,87030.2,50202.7,45816,71810.9,643.72,21738.2,2.243
81667.2,53489,100061,51343.9,44781,75140.7,390.39,19550.9,2.244
155842,113113,90292.5,67474.8,59812,73932.1,766.15,48254.4,2.244
98760.3,67467,95933.7,72148.3,62150,76079,1004.08,36514.8,2.244
104620,81123,84518.4,47829.6,44763,70025.7,306.46,11738.9,2.244
83290.9,60588,90092.9,50161.7,45436,72352.2,287.21,27562.3,2.244
99348.5,75048,86756.5,41633.3,38028,71749.2,622.93,28431.4,2.245
88439,66384,87309.3,39371,36620,70459.3,649.11,46721.5,2.245
107377,73541,95688.6,77737.7,68685,74173.6,421.19,19869.1,2.245
85520,63331,88497.6,40572.7,37131,71610.6,411.18,29083,2.245
91000.3,68397,87193.8,35041,32854,69898.5,334.18,18268.6,2.245
133164,87112,100182,106601,89381,78162.1,1166.55,45023,2.246
126878,100227,82962.5,45565.9,41983,71129,167.09,16615.4,2.246
74035.8,56485,85899.1,44783.3,41801,70211.7,565.95,22353.8,2.246
114403,74276,100941,71249,58028,80467.7,775.39,49256.6,2.246
99244.2,79408,81906.9,61728.5,57004,70967.6,267.19,44431.2,2.247
79737,62816,83189.7,29018.9,27268,69744.1,39.27,15296.4,2.247
82832.6,63600,85354.1,37267.2,34136,71547.4,247.17,21612.2,2.247
89014.4,74977,77805.8,76901.8,67213,74983,1271.27,13708.8,2.247
102668,68443,98307.5,83973.6,73910,74459.4,403.48,57644.6,2.247
79084.8,63488,81635.9,31853.5,30728,67936.5,182.49,21312.7,2.247
117542,87393,88144.5,56705.8,51081,72752.5,285.67,22494.2,2.247
80647.7,55337,95511.6,66951.4,58445,75074.4,766.15,26429.8,2.247
67780.5,49663,89444.1,57621.6,49378,76477.2,436.59,20013.8,2.247
65427.2,45959,93297,57823.2,50711,74727.4,590.59,48116.2,2.248
81755.5,60365,88758.9,50362.6,44889,73527.2,132.44,12317.8,2.248
115107,77301,97587.6,64131.1,55721,75427.5,937.86,54368.6,2.248
137872,94163,95956.8,85667,74827,75030.1,671.44,21649.7,2.248
91594.2,68345,87829.7,40129.9,37332,70447.7,322.63,17615.5,2.249
82380.2,57607,93718.9,75803,64047,77565.4,559.02,53918.6,2.249
86370.6,60628,93362.5,54671,50052,71584,408.87,19121,2.249
61532.8,46013,87640.7,52058.9,46336,73630.2,366.52,37872,2.249
85678.7,61732,90958.3,83635.2,71676,76470.7,689.15,34830.7,2.25
142230,102318,91100.4,66369.6,59043,73668.3,568.26,27841,2.25
88787.8,67179,86616.3,51763.7,47382,71596.5,826.98,44668.1,2.25
66200.3,43512,99708.2,75646.8,64917,76368.1,651.42,15261.1,2.25
84209.3,63669,86678.6,56520.7,49809,74366.9,380.38,13952.2,2.251
88704,63845,91053.4,53902.8,48381,73015.7,431.97,21524.4,2.251
84885.8,59911,92855.6,89761.7,77060,76338.2,848.54,19082.9,2.251
78285.4,55301,92774.4,54612,49097,72897.6,291.83,35638.6,2.251
98573.4,76177,84803.9,49880.9,46333,70554.3,318.78,36081.4,2.251
89694.1,65273,90055.5,59736.2,53129,73686.2,510.51,25812.7,2.251
89920.6,70144,84013.4,51945.1,47016,72406.8,485.1,47792.2,2.252
81004.2,59628,89030.1,47985.8,42904,73298.5,498.19,26553.6,2.252
118847,95063,81932.8,42519.6,39659,70263.1,407.33,5812.56,2.252
82341.8,67473,79977.9,36841,35041,68902.4,322.63,12808.8,2.252
131710,87712,98410.2,87903.4,72892,79032.5,874.72,83196,2.253
95779.2,61409,102216,72055.4,58153,81203.5,708.4,36203,2.253
86245.8,66417,85101.7,48506.4,44386,71619.8,535.15,36905.8,2.253
111172,73877,98620.1,75726,64509,76931.6,689.15,43139.5,2.253
91562.2,68753,87278,58247.3,50937,74941.5,262.57,56540.9,2.253
82160,58322,92322.6,59012.6,52350,73876.8,502.04,11849,2.254
91157.8,66488,89852.5,60935,53372,74822.7,632.94,37266.5,2.254
71270.4,49270,94799.6,45125.3,39838,74233.9,530.53,26804.9,2.254
127259,91375,91272.6,67895.3,60434,73627.2,801.57,26606.9,2.254
104974,77186,89129.9,46401.1,40954,74252.7,329.56,65626.6,2.254
136708,104231,85956,58115.5,52447,72619.2,550.55,52631.3,2.255
67057.9,53593,82001.5,67003.9,58621,74907.8,272.58,28057.7,2.255
57004.8,37480,99676.3,64745.3,55153,76934.1,592.13,41703.8,2.255
78348.2,57128,89879.3,44637.8,39141,74739.7,164.78,60215.8,2.256
81625.6,63337,84459.6,38751.8,36116,70319,259.49,22978.1,2.257
83405.4,64078,85303.2,59996.2,55223,71200.6,518.98,28685.5,2.258
71646.7,54580,86028.6,69584.4,61016,74739.1,542.85,29093,2.258
103032,68344,98799.1,70753.7,59692,77680.6,836.99,33929.3,2.258
84821.8,64004,86852.1,41415.1,38604,70308.3,498.19,40723.2,2.258
72308.5,55867,84823,41441.8,37654,72128.5,361.13,37159.2,2.258
100406,74256,88615.5,80030.9,70764,74118.2,502.04,33315.8,2.259
149729,102707,95540.3,73516.3,63583,75774.4,741.51,46795.7,2.259
113562,70328,105824,91813,76821,78325.6,786.94,44333.3,2.259
93696,66991,91661,43326,39074,72667.6,806.19,46755.4,2.26
74309.1,54652,89107.9,77698.8,65681,77527.3,529.76,48964.3,2.26
102559,80664,83324.5,37084.3,34625,70190.9,475.09,14767.2,2.26
75392,56572,87338.1,53993.5,47797,74032.3,794.64,38158.6,2.26
117887,77205,100069,69796.1,60849,75172.2,823.13,24082.6,2.26
108241,74254,95532.4,69278.4,59859,75848.7,539.77,32338.1,2.261
85365.8,63990,87428.2,40045,37982,69095.5,210.98,24793.2,2.261
74281.6,46028,105764,65839,55489,77760,679.14,23826.2,2.261
132421,99448,87265.2,68636.2,62456,72020.9,618.31,31842,2.261
65994.9,47330,91380.5,43755.8,40474,70850,428.12,14791,2.261
89319,62347,93887.6,71134.6,64822,71918.1,590.59,40324.3,2.262
98390.4,67664,95296.1,103055,89164,75746,524.37,31291.9,2.262
114639,80639,93168.4,62533.4,51858,79027.2,543.62,15830.6,2.262
103350,79452,85248.1,54504.7,50232,71110.5,912.45,42940.1,2.263
72099.8,55584,85008.9,56168.6,50684,72627.8,559.79,50047.2,2.263
131561,89865,95943.7,79776.7,69453,75277.5,585.97,86341,2.263
120032,85771,91714.2,74574,66390,73614.7,593.67,26974.1,2.263
63977.6,43984,95326.4,52027.2,47028,72502.6,435.82,15945.1,2.263
96681,66024,95966.4,69803.3,59105,77398.3,641.41,44191.4,2.263
71893.8,54151,87009.1,51450.5,46519,72483.5,546.7,24135.1,2.264
109882,72050,99947.3,97567.2,83886,76224.5,1076.46,52570.8,2.264
114637,79708,94255,62465.8,55996,73108,323.4,67316.4,2.264
100493,72156,91273,44673.1,40067,73070.1,361.9,41100.5,2.264
68551,53520,83941.7,38607.1,35532,71207.8,401.17,23899,2.265
89646.1,69151,84959.7,52509.6,47644,72228.8,415.8,10471,2.265
60198.4,40758,96794.8,55753.9,47790,76457.2,357.28,27294.5,2.266
121653,89696,88885.3,105294,94932,72689,560.56,32801,2.266
76644.5,66233,75837.9,75075.8,68813,71500.6,880.11,7776,2.266
88072.3,65584,88007.9,41636.2,38284,71274.4,324.17,31730.4,2.267
113418,71768,103569,82367.3,69845,77285.7,575.96,30420.7,2.267
52848,37821,91574.7,46656,42320,72250.6,348.04,35215.9,2.267
