"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","586_15 YG D-A","530_30 Blue C-A","Time"
74602.9,58019,84268.5,41759.3,39568,69165.4,349.58,10232.6,1.991
105294,82353,83792.4,57101.8,54025,69268.3,411.18,20057,1.991
70256,59005,78032.3,43411,41709,68210.2,156.31,19972.8,1.991
144771,96907,97905,80583.8,71103,74274.5,723.03,39119,1.991
72215.7,60337,78438.2,43730.6,41309,69377.9,411.95,14467.7,1.992
71528.3,52296,89637.5,62758.8,58421,70402.1,580.58,33325.2,1.992
90752,75380,78900.5,48525.8,46440,68479.5,456.61,47713,1.992
82471,70069,77135.7,42497.3,40509,68752.7,465.08,17756.6,1.992
125196,87866,93379.2,73004.4,62115,77025.1,443.52,40524.5,1.992
81014.4,67378,78799.6,50932.1,47486,70292,596.75,32055.1,1.992
69165.4,57471,78871.5,38232,37410,66976,303.38,6079.68,1.992
118349,90872,85352,63054.7,58565,70560.1,480.48,35424.7,1.992
101736,70904,94034.1,83470.3,73313,74615.9,597.52,30190.3,1.992
112963,81817,90484.3,60025,56036,70201.2,555.17,35246.2,1.992
81054.7,53767,98796.7,87617.5,76555,75006.2,779.24,38938.3,1.992
91009.3,64474,92508.4,49912.6,45917,71238.8,656.81,22950,1.992
90343,63844,92737.3,58245.8,52136,73216.2,803.88,14575.7,1.993
98402.6,73074,88251.8,81022.3,69898,75966.1,827.75,50334.5,1.993
157802,116301,88922.1,82294.6,72720,74164.7,686.07,21840.5,1.993
86513.3,67058,84549.7,52290.7,48590,70527.4,594.44,26704.1,1.993
77803.5,63857,79849.2,36275,35269,67405.4,264.11,10461.6,1.994
91481.6,67818,88403.4,54475.2,50371,70875.8,453.53,15122.2,1.994
96164.5,63208,99706.3,64780.6,55109,77037.5,411.18,29160,1.994
80881.3,55436,95617.2,99432,82440,79043.9,1012.55,39542.4,1.994
127546,89850,93031.4,72902.2,63779,74910.5,520.52,28665.4,1.994
91379.2,59677,100351,60025.7,53657,73314.6,759.99,29733.1,1.994
90016.6,71601,82391.7,57872.9,53477,70923.2,402.71,24478.6,1.994
116519,81446,93757.7,73789.2,64298,75210,686.07,13755.6,1.994
106869,68321,102513,86213.5,73637,76728.9,982.52,31695.1,1.995
109797,77587,92743.2,72025.2,61915,76237.5,719.95,32694.5,1.995
118055,93699,82571.4,48542.4,45568,69813.8,374.22,20464.6,1.995
142653,95534,97859.8,72895.7,61475,77711.1,815.43,16299.4,1.995
54363.5,40376,88239.7,59435.3,53400,72942.9,477.4,16081.2,1.996
115633,89397,84769.5,63202.3,58038,71367.5,737.66,20293.2,1.996
101746,78739,84685.1,49592.9,45387,71609,649.11,35613.4,1.996
122333,95113,84291.4,71977,63706,74044.6,842.38,13847.8,1.997
72589.4,54061,87997.3,64502.6,57232,73861.6,789.25,38545.9,1.997
85089.9,68142,81835.8,48985.9,43571,73680.7,727.65,30155,1.997
126049,93324,88517.1,82164.2,71729,75070.3,1131.13,26722.1,1.997
82135.7,61040,88185.5,76531.7,64952,77219.8,691.46,23579.3,1.998
133601,103050,84965.1,77434.6,67699,74960.5,752.29,25047.4,1.998
124908,82257,99517.1,81887,69997,76668.3,1003.31,53675.3,1.998
97426.6,77085,82829.9,43810.6,41488,69204.8,373.45,44462.9,1.998
77913.6,64866,78718.4,33863.8,33114,67019.9,339.57,22315,1.998
103238,75188,89985,71246.9,63304,73758.9,562.87,19496.9,1.999
113907,78140,95533.4,68393.5,60860,73648.3,520.52,30998.9,1.999
114224,85812,87234.7,57335,53456,70291.6,781.55,21746.9,1.999
111332,79415,91874.9,67695.1,61259,72421.5,713.02,26610.5,1.999
116573,83985,90965.7,104630,87833,78068.7,793.1,28805,1.999
85427.2,67403,83060.9,54342,50635,70333.9,572.88,34584.5,2
132444,93920,92417.6,69578.6,63824,71445,770.77,16286.4,2
100431,74237,88659.7,80842.3,66697,79435.1,632.17,11681.3,2
72754.6,60287,79089.1,34927.2,33762,67797.8,247.94,16804.8,2
103555,76454,88766.5,82017.4,73038,73593.1,610.61,41824.8,2
113037,76029,97436.8,53509.7,49952,70203.6,213.29,18459.4,2
87555.8,71194,80597.5,34150.3,34023,65781.2,412.72,4449.6,2.001
106234,82260,84635.6,68840.6,63532,71012.1,261.8,26946.7,2.001
82989.4,64130,84808.9,62779,57809,71170.3,621.39,49845.6,2.002
125126,92564,88590.4,53666.6,48036,73217.9,653.73,28844.6,2.002
59523.2,46076,84662.6,53940.2,47836,73898.9,379.61,18376.6,2.002
116333,80778,94382.5,72859.7,65507,72891.9,753.83,45275.8,2.002
87697.9,67553,85079.4,58273.2,55025,69404.7,753.83,19299.6,2.002
100179,74709,87878.3,71407.4,65117,71866.9,657.58,24799.7,2.003
120083,86460,91021.6,75001.7,64968,75657.4,559.79,41657,2.003
81469.4,68551,77886.3,34002,34143,65265.4,261.8,10097.3,2.003
102451,72811,92214.1,68140.8,62166,71834.7,471.24,22124.9,2.003
104410,73139,93555.9,65731.7,58843,73208.2,661.43,20306.2,2.003
98969.6,76302,85005.3,63596.9,58883,70782.5,445.83,14972.4,2.004
107846,71833,98391.8,87738.5,77620,74079.2,709.17,44462.2,2.004
75129.6,59096,83316.9,38946.2,36876,69215.2,504.35,17316,2.004
133900,87836,99905.3,80814.2,69589,76107.5,833.14,54814.3,2.004
116168,82096,92734.9,64675.4,57080,74256.7,271.81,51291.4,2.004
77807.4,60075,84880.3,46344.2,41862,72553.1,468.16,27457.9,2.005
96365.4,65432,96518.6,72402.5,63308,74950.6,2474.78,18024.5,2.005
115167,85329,88453,64700.6,58809,72101.6,833.91,23792.4,2.005
147309,100552,96010.3,78115.7,68549,74682.2,890.12,44389.4,2.005
84234.9,65076,84830.3,41986.1,39180,70229.7,405.02,27233.3,2.005
57603.2,42722,88363.9,53713.4,48034,73284.8,511.28,42914.9,2.005
107096,81254,86379.3,53143.9,47526,73282.8,482.79,38124.7,2.005
60105,43104,91384.5,44257,40932,70859.6,435.82,14112,2.006
101827,66480,100381,106313,89272,78046.1,881.65,28946.9,2.006
82311,64490,83646.1,43880.4,41549,69213.4,531.3,19272.2,2.006
81390.1,63824,83573.3,82435,67744,79748.1,732.27,33191.3,2.006
95387.5,71309,87665.2,52119.4,47792,71470,357.28,27020.9,2.006
86384,52014,108841,92680.6,74567,81455.8,736.12,24952.3,2.006
109658,78289,91795.3,67033.4,60325,72823.9,408.1,19283,2.006
104283,79215,86275.1,57791.5,53292,71069.3,743.05,17887,2.007
115346,81542,92704.5,91829.5,77054,78102.9,1898.05,43735,2.007
75637.1,57781,85788.7,47632.3,43641,71529.8,544.39,22063.7,2.007
92937,66511,91574.6,72234.7,63746,74263.1,263.34,40377.6,2.008
78883.8,61713,83770.5,72698.4,66261,71903,709.94,22839.8,2.008
79971.8,63482,82559.4,61881.1,54195,74830.5,555.17,12365.3,2.008
89150.7,61185,95490.4,80794.8,70473,75134.7,576.73,20765.5,2.009
140275,107334,85649.2,54387.4,47982,74284.7,190.96,9399.6,2.009
65731.8,48029,89691.7,43421.8,39936,71256.2,294.14,18668.2,2.009
66481.3,52554,82903.6,44177,42295,68452.2,339.57,14448.2,2.009
101740,73660,90519.2,60491.5,54181,73169.1,324.94,8813.52,2.009
66301.4,49292,88150.8,67565.5,60120,73652.3,576.73,10496.9,2.009
68752.6,52560,85726.3,67101.1,61148,71916.3,689.15,23131.4,2.009
102247,66400,100917,79064.6,67288,77006,678.37,23612.4,2.01
86437.8,69225,81831.5,48435.8,46169,68753.7,110.88,13934.9,2.01
110788,82865,87619.5,75168.7,67601,72872.6,688.38,28808.6,2.01
105149,70854,97256.8,90613.4,72341,82089.6,743.82,46027.4,2.01
85473.9,70152,79849.8,35844.5,35059,67004.3,352.66,15865.9,2.011
82425,61832,87362.6,74071.4,66469,73031.7,676.06,45892.8,2.011
98917.8,79208,81843.7,46072.8,44289,68175.6,493.57,31377.6,2.011
76670.1,59942,83825.2,87941.5,73534,78376.5,797.72,39942.7,2.011
88769.3,70043,83057.3,47132.6,44918,68767.2,478.17,18952.6,2.011
92013.4,70116,86003.1,64675.4,60680,69851.2,294.14,23854.3,2.012
104997,81245,84695.6,63344.2,58512,70948.2,602.14,27103.7,2.012
105391,69608,99226.1,87547.7,71772,79941,909.37,43045.9,2.012
58727,48724,78990.5,49104.7,47248,68111.4,-26.18,15053.8,2.012
63333.8,52150,79590.4,53384.4,48954,71467.1,291.06,23667.1,2.012
76116.5,58730,84937.3,46238.4,41166,73611.2,837.76,35898.5,2.012
119164,89118,87631.5,48613,44371,71801.4,728.42,27884.9,2.012
112206,69332,106063,93672.7,79228,77484.4,812.35,57967.2,2.012
86144.6,68371,82572.7,42996.2,40219,70061.5,439.67,10305.4,2.012
73675.5,55677,86721.6,52796.9,48784,70926.9,729.19,14145.1,2.013
110463,82547,87698.9,52591,48495,71071.3,709.94,29386.8,2.013
67401.6,54457,81114.1,37168.6,35028,69540.9,1256.64,40777.2,2.013
61781.1,49413,81939.7,44839.4,40925,71804.5,387.31,22466.9,2.013
94236.2,75813,81461.8,63651.6,58793,70951.8,685.3,51205,2.013
53673.6,44873,78389.1,64926.7,58729,72452.1,588.28,15991.2,2.013
72915.8,54320,87971.5,53860.3,48000,73537.3,549.01,31500.7,2.014
60440.3,44881,88256,50460.5,46105,71727.1,290.29,20464.6,2.014
159086,110629,94241.7,65960.6,57589,75062.9,358.05,40608,2.014
99021.4,83552,77669.8,42050.9,39484,69796.5,181.72,57805.9,2.014
71396.5,59246,78976.5,44802,43866,66934.4,405.02,17049.6,2.015
134019,90652,96887.5,67264.6,60011,73457.4,847,44884.1,2.015
75042.6,57210,85963.8,47425.7,44569,69736.6,488.18,10947.6,2.016
84528,65894,84068.8,93242.9,80974,75465.8,794.64,27201.6,2.016
137176,98026,91710.2,69652.8,60471,75486.9,646.8,26947.4,2.016
70741.8,55979,82819.1,34444.1,33448,67487.7,364.21,12978,2.016
121916,79037,101091,95586.5,81118,77225.2,607.53,70826.4,2.017
99279.4,73610,88389.8,43744.3,41751,68664.9,300.3,7004.88,2.017
150093,109713,89656.5,72898.6,64757,73775.5,803.11,28396.1,2.017
109363,74025,96821.1,74069.3,64804,74905.9,392.7,29992.3,2.017
99413.8,73169,89042.9,88704,71465,81344.8,563.64,62512.6,2.017
66811.5,51343,85280.6,59074.6,54722,70748.7,506.66,23109.1,2.017
79879,50225,104230,90183.6,69113,85516.1,686.07,30654,2.018
91307.5,67029,89273.7,49822.6,45749,71371.4,471.24,15458.4,2.018
96814.7,67284,94299.5,81671,71228,75144.5,689.92,25135.2,2.018
73713.3,55827,86532.9,51312.2,47539,70737.7,427.35,12342.2,2.019
109753,81312,88458.9,76088.2,65164,76522.5,790.02,13664.9,2.019
83846.4,67383,81548.1,34704,33455,67982.7,398.09,27162.7,2.02
63495.7,49488,84086.1,61607.5,54664,73860.5,462.77,26252.6,2.02
98928.6,65072,99634.1,93938.4,79048,77881.1,428.12,30381.1,2.02
92199.7,73836,81835.4,37721.5,35864,68930.3,472.01,12073,2.02
106420,81024,86077.3,65803,61736,69853.3,650.65,29478.2,2.02
121532,86824,91733.7,64291,58097,72523.1,565.95,22308.5,2.02
80890.9,63848,83029.5,39777.1,38417,67856.2,559.79,14147.3,2.021
68401.3,51944,86299.6,62496.7,57605,71101.2,659.12,23717.5,2.021
112160,79491,92469.8,60090.5,53583,73495.1,569.8,28090.8,2.021
106964,87021,80555.1,31806.7,31344,66503.5,327.25,25642.8,2.021
73267.2,54883,87488.6,62978.4,58083,71059.6,433.51,21871.4,2.021
90777.6,68095,87366.2,62911.4,59154,69698.8,717.64,25052.4,2.022
59228.8,44976,86304.2,44759.5,40692,72086.9,662.97,13541,2.022
74283.5,51768,94039.7,63134.6,55617,74394.4,513.59,21607.9,2.022
99580.8,77144,84596.7,64112.4,57909,72556.4,414.26,37537.9,2.022
94029.4,67352,91494.1,57260.2,50929,73683,733.81,40809.6,2.022
80867.8,62116,85320.3,48805.2,46524,68749.4,481.25,9182.88,2.022
130236,86240,98969.3,61652.9,55300,73064.8,630.63,43819.2,2.023
80415.4,61358,85891,35514.7,33027,70472.4,306.46,18777.6,2.023
99875.2,75968,86160.2,64350,56988,74002.3,646.03,15908.4,2.023
81299.2,64839,82173.1,30067.2,29499,66798.3,465.08,11720.2,2.023
97309.4,69475,91792.3,64630.1,57927,73119.6,702.24,27003.6,2.023
72457.6,53946,88024.7,46346.4,43479,69858,662.2,25897.7,2.023
88591.4,61921,93763.4,66383.3,60469,71945.9,371.14,39928.3,2.023
113480,76940,96660.3,86417.3,73793,76747.7,269.5,43388.6,2.024
93045.1,73895,82519.9,45958.3,41971,71762,455.84,24428.2,2.024
111413,72199,101131,90740.2,75588,78673.2,758.45,42318.7,2.024
120606,88425,89386.9,76441.7,69373,72213.7,873.18,39118.3,2.024
78243.8,60298,85040.8,56077.9,51773,70985.3,605.99,22111.2,2.024
113435,90068,82538.4,58483.4,50968,75199.6,366.52,25043.8,2.025
85198.1,61759,90408.5,41534.6,38546,70617.3,341.88,22052.2,2.025
100758,73817,89455,73518.5,66100,72891.2,487.41,22948.6,2.025
70357.8,58419,78929.2,36782.6,35407,68082.2,278.74,11761.9,2.025
133766,92732,94535.6,73071.4,63857,74992.6,675.29,46065.6,2.025
89940.5,59577,98936.5,86924.2,70109,81254.4,517.44,36756.7,2.025
129826,95046,89517.4,61856.6,54654,74172.7,629.09,14780.2,2.026
86435.8,58423,96959.4,85341.6,74027,75552.8,663.74,36414.7,2.026
97972.5,61313,104720,78944.4,66501,77798.9,743.82,42470.6,2.026
95461.1,58572,106811,65281,57320,74638,271.81,23926.3,2.026
127930,83200,100769,69336,59020,76990.9,636.79,31986,2.027
99258.2,76551,84975.9,62966.9,58571,70454.6,1309.77,15885.4,2.027
87778.6,63668,90354,96078.2,82416,76400,719.95,21351.6,2.027
79469.4,63508,82007.1,49835.5,43459,75151.8,498.19,14521.7,2.027
65421.4,52068,82343.5,64568.2,56628,74725.2,717.64,17401,2.027
92989.4,80066,76114.1,36474.5,35802,66767,133.21,13855.7,2.027
114957,81236,92740.3,69382.1,59612,76277,644.49,46718.6,2.027
92643.2,71101,85392.1,57159.4,54416,68840,430.43,31898.2,2.027
106378,78261,89080.9,70596.7,65105,71064.1,447.37,34825,2.027
75753,58784,84454,36371.5,35016,68073,612.15,8882.64,2.028
132591,89572,97011.4,105850,91508,75807.5,1091.86,25153.2,2.028
135559,95270,93250.7,75586.3,63822,77616.3,337.26,10683.4,2.028
66220.2,45998,94347.7,39132.7,35625,71988.8,392.7,22878,2.028
75889.9,60701,81934.8,33066,32768,66132,139.37,18177.8,2.028
97315.2,68571,93008,78518.9,63542,80982.9,1133.44,24332.4,2.028
101439,71224,93337.8,73710.7,66348,72808.6,408.87,13654.1,2.028
110039,84728,85113.8,62705.5,58209,70598.5,658.35,36825.8,2.028
67973.8,42983,103639,83090.2,72743,74858,711.48,43225.2,2.028
99971.2,67338,97295.9,86231.5,75037,75313.1,465.08,16172.6,2.029
106180,70129,99226.3,78714.7,69625,74091.9,358.05,25893.4,2.029
122222,87573,91465.9,64681.2,59229,71568.8,517.44,28404,2.029
127505,84719,98634.1,92111.8,80114,75350.6,754.6,34930.1,2.03
127894,90300,92820.5,73592.6,65541,73587,771.54,38034,2.03
72415.4,51072,92924,49830.5,44780,72927.4,390.39,35089.9,2.03
138929,97412,93467.6,72795.6,64032,74505.4,554.4,31475.5,2.031
77817,64855,78634.1,77974.6,63491,80486.1,840.84,28814.4,2.031
67012.5,43524,100904,59469.8,53284,73144.2,639.87,36137.5,2.031
102389,77318,86786.7,96338.9,83050,76022.5,528.99,52619.8,2.031
120187,85635,91978.4,69081.1,61811,73244.2,438.13,65499.1,2.031
114307,80503,93055.4,78918.5,69939,73950.2,576.73,20973.6,2.031
75619.2,53008,93491.2,50976.7,46872,71275.2,388.08,24482.9,2.031
63758.7,50907,82080.9,43151,39798,71057.5,424.27,18276.5,2.031
77085.4,62293,81098.5,38428.6,36470,69055.5,158.62,27248.4,2.032
89432.3,74738,78421.1,34419.6,33946,66450.3,289.52,23474.9,2.032
146986,107464,89637.9,54315.4,48261,73757.5,716.1,45661,2.032
75582.7,56333,87930.5,78984.7,71545,72350.9,365.75,17637.1,2.032
108132,80136,88431.8,54039.6,49397,71695.4,405.02,36478.1,2.032
81915.5,62140,86392.3,41603,37807,72116.2,147.07,19988.6,2.033
82537.6,64873,83381.1,55434.2,50900,71374,609.84,34142.4,2.033
92999.7,69820,87293.4,43866.7,41095,69956.2,557.48,41055.8,2.033
69610.2,52676,86604.5,66743.3,59640,73341.5,769.23,26520.5,2.033
102047,83304,80281.6,42287,40565,68318.1,440.44,41931.4,2.034
77717.1,59504,85595.4,40586.4,35824,74248.3,455.07,20966.4,2.034
62035.8,52648,77222,45601.9,42229,70770.5,660.66,22620.2,2.034
139663,99354,92124.9,84039.8,75095,73342.2,594.44,36349.2,2.034
122463,94034,85349.1,71897.8,63210,74543.5,1081.08,27157.7,2.034
85366.4,57716,96932.8,59610.2,52860,73905,879.34,22969.4,2.034
116025,86181,88230.7,59341,53157,73160.1,559.02,29530.8,2.034
136594,105282,85027.1,61118.6,56634,70725.6,462.77,19543.7,2.035
112417,84742,86938.9,53047.4,47774,72770.1,733.04,44487.4,2.035
77802.2,59787,85283.5,33788.9,32646,67830.3,236.39,17529.1,2.036
94255.4,74046,83422.7,56255.8,52695,69964.5,559.02,29741,2.036
99239,73110,88958.1,57427.2,51246,73440.8,652.19,33688.1,2.036
92612.5,61478,98725.6,88603.2,74869,77558.1,813.89,27659.5,2.036
72774.4,54512,87491.6,41700.2,38904,70246.4,211.75,31500,2.036
99313.3,72376,89927.5,62689.7,56908,72194.3,676.83,26023.7,2.036
101409,74998,88614.6,48631,44026,72390.8,489.72,26737.2,2.037
57175.7,42315,88551.7,49926.2,46038,71071,527.45,24426,2.037
82174.1,65688,81983.9,48670.6,42783,74554.7,482.02,11138.4,2.038
77300.5,54720,92579.8,67358.9,56932,77538.7,356.51,24525.4,2.038
90511.4,58694,101062,65199.6,55406,77120.2,512.82,30559.7,2.038
97270.4,71603,89028.6,58219.2,54495,70014.8,257.18,28440.7,2.038
102088,79070,84614.4,59669.3,55479,70485.9,532.07,26917.9,2.038
95047.7,70744,88050.5,95060.9,78241,79624.6,970.2,45233.3,2.038
79729.3,64233,81346.6,36348.5,35289,67503.6,334.95,16884,2.038
101205,73292,90495.3,54340.6,49189,72399.6,559.79,15547.7,2.038
131279,87837,97948.8,77207.8,65822,76872.3,699.93,42009.1,2.039
69637.8,57192,79797.5,66057.8,60369,71711.8,880.88,22575.6,2.039
149800,111137,88334.9,79758,69673,75022.2,870.87,44362.1,2.039
86334.1,58340,96983,74306.9,66836,72861.6,659.89,34919.3,2.039
120933,90017,88044.2,61487.3,55433,72693.7,840.84,24673,2.039
117194,88180,87099.1,61165.4,55024,72850.7,565.95,40478.4,2.039
137604,96731,93228.1,76847.8,64534,78041,1028.72,63109.4,2.04
117685,81757,94335.8,65956.3,57712,74898,577.5,37915.2,2.04
111121,82940,87803.8,65648.9,58101,74049.8,1236.62,26709.1,2.04
113842,88420,84378.5,48883.7,44928,71306.1,439.67,22363.2,2.04
105642,77644,89167.6,57237.8,52367,71631.7,650.65,41828.4,2.04
168022,125804,87528.8,63305.3,57937,71608.4,886.27,27004.3,2.04
139962,104092,88119.4,76913.3,69416,72614.2,710.71,20690.6,2.04
120092,79456,99053.1,69455.5,61352,74192.2,760.76,41660.6,2.04
80801.9,64913,81577.4,34145.3,33133,67538.3,472.78,15331.7,2.041
56225.3,42822,86048.8,56844,52250,71298.2,376.53,11013.8,2.041
64956.2,49956,85214.3,48783.6,41644,76771.7,448.91,32812.6,2.041
81709.4,57881,92515.9,69660.7,61124,74688.9,582.12,24572.9,2.041
68247.7,57480,77812.8,40111.9,38203,68810.7,204.05,13635.4,2.041
73070.7,57500,83282.8,50023.4,46565,70403.4,337.26,17881.9,2.041
95750.4,76744,81766.6,30772.1,29857,67544.6,499.73,13244.4,2.041
105853,70421,98509.9,74975,62973,78026.5,494.34,41137.2,2.042
80105.6,63875,82188.7,48777.8,44144,72415.4,583.66,21631,2.042
95712.6,73512,85327.9,66536.6,60421,72169.4,572.11,23913.4,2.042
158655,111281,93435.5,86868,76073,74835.8,927.85,32706.7,2.042
128076,100957,83139.9,70465,63641,72563.2,656.04,39725.3,2.042
105746,74899,92526.8,65541.6,59183,72577.2,641.41,17161.2,2.042
136401,94687,94407.8,64727.3,57167,74203.1,464.31,32708.9,2.042
93876.5,56247,109380,93395.5,79035,77443.8,1014.09,23531.8,2.043
80137.6,66101,79452.6,67299.1,60045,73453.5,830.06,36889.2,2.043
99141.1,66388,97868.8,83946.2,73480,74870.7,713.79,12980.9,2.043
89318.4,70346,83211.1,61716.2,55959,72278.6,790.79,32360.4,2.043
88217,71316,81067.2,60539,56120,70696.5,394.24,19971.4,2.043
127708,88581,94483.9,100269,85437,76913.4,820.05,58862.2,2.043
98617,75273,85860.3,91919.5,80484,74847.6,623.7,29574,2.043
104646,79417,86355.1,55905.1,51540,71086.5,324.94,30577,2.043
133700,96347,90943.7,69839.3,62950,72708.3,324.94,12579.8,2.043
83056,59345,91720.6,67356,59777,73845.2,388.08,30542.4,2.044
149007,114012,85651.9,58407.8,53237,71901.4,202.51,41425.9,2.044
121256,90828,87491.2,58027.7,53361,71267.4,668.36,21093.8,2.044
68491.5,49882,89985.6,62378.6,52135,78412.7,651.42,33185.5,2.044
77415,63411,80009.3,38740.3,37143,68354.4,264.11,14888.2,2.045
67818.9,49335,90089.8,56362.3,51295,72010.2,351.89,17053.9,2.045
86501.8,66374,85409.6,33115.7,32038,67740.5,180.95,14042.2,2.045
101781,80481,82880.8,106646,87377,79988.8,854.7,28370.9,2.045
90332.8,61377,96453.9,78549.8,68133,75555.8,569.03,45124.6,2.045
109693,79469,90461.3,71101.4,64080,72717,564.41,30291.1,2.045
94112,68924,89485.9,66306.2,60037,72379.5,716.87,8546.4,2.045
91617.3,74550,80539.6,36982.8,36074,67187,163.24,18766.8,2.046
74971.5,59553,82503.5,42878.9,39985,70279.1,306.46,15195.6,2.046
81162.2,61441,86571.6,44008.6,40417,71359.7,176.33,19874.9,2.046
76074.2,54079,92191.1,53660.9,46818,75114.7,436.59,28792.1,2.046
91237.1,71016,84196.7,42594.5,40609,68740.2,137.83,8630.64,2.046
88662.4,74329,78173.8,34290,33172,67744.8,307.23,13780.8,2.046
76377.6,56057,89292.7,45352.8,41604,71441.2,353.43,22622.4,2.046
107695,86325,81759.4,52195,44437,76977.5,587.51,19535,2.047
88978.6,60655,96138.8,81038.2,70060,75805.3,689.92,16120.8,2.047
70965.8,54393,85503.9,46019.5,42644,70723.6,495.88,14466.2,2.047
101933,70681,94513.5,97261.2,84212,75691.2,1065.68,41924.2,2.047
111794,87858,83390.5,58218.5,54417,70114.2,724.57,13839.8,2.047
152644,97448,102656,80417.5,70056,75229,477.4,61705.4,2.048
74460.2,53373,91428.6,65188.8,54864,77869.2,486.64,20584.8,2.048
123673,89870,90186.2,79490.2,71735,72621,564.41,17641.4,2.048
88633,68259,85097.2,43675.9,40511,70656,241.01,37132.6,2.048
123095,86924,92807,103653,90636,74948.4,592.9,17531.3,2.048
52608,46775,73708.6,47422.1,42420,73263.9,261.8,18617.8,2.049
89998.7,62048,95058,74039.8,67120,72292.5,597.52,28126.8,2.049
89865,66899,88034.1,67047.8,61579,71356.3,295.68,37482.5,2.049
82812.2,61543,88185.1,36264.2,34231,69428.7,452.76,15643.4,2.049
107669,78230,90198.2,78280.6,68750,74621,962.5,15625.4,2.05
114335,89904,83344.9,55545.1,49304,73831.9,679.91,26938.8,2.05
125848,85736,96197.6,81800.6,71397,75085.6,913.22,28296.7,2.05
90518.4,72833,81449.5,52336.1,49345,69508.5,525.14,26717.8,2.05
77790.7,51473,99044,67415,59785,73900,547.47,36000.7,2.051
75690.9,59713,83072,43817.8,40929,70161.5,411.18,19538.6,2.051
88601.6,68845,84343,35560.8,34544,67465,182.49,7323.84,2.051
96970.9,74223,85621.5,41531,39218,69401.2,463.54,21165.1,2.052
64575.4,50149,84388.7,46543.7,42629,71554.3,518.98,19843.9,2.052
70327,55054,83717,41948.6,37939,72462.3,344.96,16146.7,2.052
139175,95425,95582.7,74924.6,65261,75240.4,500.5,21680.6,2.052
86865.3,68521,83081.1,33320.2,31956,68333.6,575.96,26596.8,2.052
92816,70240,86600.1,57638.9,52263,72277.2,399.63,19900.8,2.052
103624,84622,80252.5,35166.2,33991,67801.9,400.4,8308.08,2.052
77025.3,55680,90659.6,70596.7,58344,79299.1,922.46,29697.8,2.052
86398.7,65182,86867.9,55955.5,48953,74910.7,518.21,25704.7,2.052
97487.4,71572,89265.8,68786.6,58396,77197.1,673.75,25769.5,2.052
97081,72116,88223.1,78505.9,72192,71267.8,311.85,46891.4,2.053
110066,75085,96068.2,64889.3,54624,77851.9,1217.37,38774.9,2.053
77937.3,61655,82843.2,46242.7,43076,70353.9,204.05,33945.1,2.053
96574.7,71208,88882.2,34126.6,31909,70090.5,392.7,22970.9,2.053
61385.6,42212,95303.9,66019.7,59196,73090.5,737.66,24202.1,2.054
113983,81769,91355.1,62303.8,56964,71679.3,525.14,29142.7,2.054
127789,102309,81857.6,57892.3,51993,72972,994.07,17189.3,2.054
81122.6,59293,89664,39081.6,36752,69690.1,163.24,18132.5,2.054
118105,82243,94112.9,61570.1,55487,72720.8,652.19,23742.7,2.054
150230,115431,85293.4,55205.3,50484,71665,417.34,54871.9,2.055
125079,92493,88624.9,68144.4,59936,74511.3,480.48,18267.8,2.055
77824.6,62074,82165.1,75008.2,66611,73797.7,581.35,18816.5,2.055
114601,86548,86778.3,55534.3,51460,70724.8,410.41,27617.8,2.056
86201.6,64633,87405.9,49957.9,47060,69571.7,385.77,16634.2,2.056
112055,75300,97525.1,70405.9,62392,73953.8,302.61,9735.12,2.056
83725.4,61416,89342,75927.6,68997,72119,580.58,27061.9,2.056
145851,105440,90653.3,63871.9,57900,72295.5,669.13,18346.3,2.056
126367,98374,84185,52244.6,48682,70332,398.86,34727,2.056
79217.9,58574,88633.6,50744.2,46970,70802,287.98,27186.5,2.056
98817.3,78278,82731.9,38620.8,36890,68610.8,276.43,8637.84,2.057
124132,77070,105555,111282,92489,78852.7,930.93,48608.6,2.057
107060,82747,84792.4,60156.7,55544,70978.5,323.4,22362.5,2.057
85178.9,56292,99166.5,64706.4,55444,76484.4,776.93,33807.6,2.057
132295,93953,92281.1,85378.3,76569,73076,813.89,16606.1,2.057
69746.6,52189,87583.8,57687.8,48720,77599.1,762.3,31693,2.058
107599,74553,94584.9,83565.4,71796,76279.2,906.29,25180.6,2.058
109551,86129,83358.2,61182,54501,73569.7,574.42,11615.8,2.058
150653,99612,99116.4,92746.8,78305,77622.8,825.44,47761.2,2.058
66227.8,51628,84068.9,45040.3,42017,70251.6,231,19128.2,2.058
80809,58745,90150.6,55499,49780,73065.2,532.84,32662.1,2.058
144769,93222,101774,71545,61946,75691.3,575.19,2532.96,2.058
88018.6,64514,89412.9,41776.6,37994,72060.6,920.92,39571.2,2.059
87097.6,69196,82490.7,41762.2,39957,68496.8,405.79,15043,2.059
83240.3,59993,90931.2,63534.2,56900,73177.2,648.34,31815.4,2.059
79589.1,58213,89601.2,69514.6,57793,78828,750.75,42280.6,2.059
116970,86793,88322.4,60252.5,50937,77521.4,431.2,49710.2,2.06
140539,108329,85022.1,64606.3,59908,70675.7,775.39,29143.4,2.06
96693.8,72228,87735,56629.4,52008,71359.5,911.68,15724.8,2.06
129873,92933,91586.1,64550.2,55973,75578.6,722.26,26033,2.061
85829.8,53368,105399,80064.7,65000,80725,569.03,51005.5,2.061
